latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
1.7135,-74.0101,306.9,2.6,1.5,2005-01-01,0352,Terra,MODIS,70,6.2,289.8,29.4,N,0
10.4202,-73.1524,302.7,4.1,1.9,2005-01-01,0354,Terra,MODIS,51,6.2,290.9,32.5,N,0
10.4161,-73.147,302.5,4.1,1.9,2005-01-01,0354,Terra,MODIS,49,6.2,290.9,31.4,N,0
6.5476,-69.9518,318.7,3.8,1.8,2005-01-01,1731,Aqua,MODIS,74,6.2,286.1,70.7,D,0
6.5545,-69.9568,322.3,3.8,1.8,2005-01-01,1731,Aqua,MODIS,77,6.2,286.1,94.8,D,0
11.0863,-72.6741,304.5,1.3,1.1,2005-01-02,0259,Terra,MODIS,60,6.2,294.4,6.2,N,2
6.0162,-69.7315,318,1,1,2005-01-02,1516,Terra,MODIS,67,6.2,294.6,10.2,D,0
5.0727,-70.1371,345.8,1,1,2005-01-02,1516,Terra,MODIS,93,6.2,293.6,48.4,D,0
5.0804,-70.1266,313.9,1,1,2005-01-02,1516,Terra,MODIS,52,6.2,291.1,5.6,D,0
4.7793,-70.5772,316.9,1,1,2005-01-02,1516,Terra,MODIS,68,6.2,291.6,8.8,D,0
5.0713,-70.1279,338.5,1,1,2005-01-02,1516,Terra,MODIS,89,6.2,293.9,35,D,0
5.2579,-72.5117,318.2,1,1,2005-01-02,1516,Terra,MODIS,72,6.2,293,11.1,D,0
5.4553,-70.2904,324.6,1,1,2005-01-02,1516,Terra,MODIS,76,6.2,295.4,14.3,D,0
5.6524,-68.7133,316.7,1.2,1.1,2005-01-02,1516,Terra,MODIS,65,6.2,276,10.7,D,0
5.0631,-69.8248,316.5,1.1,1,2005-01-02,1516,Terra,MODIS,63,6.2,295.7,7.1,D,0
6.5859,-70.0226,318.8,1,1,2005-01-02,1516,Terra,MODIS,68,6.2,296,8.8,D,0
5.0954,-68.6188,322.9,1.2,1.1,2005-01-02,1516,Terra,MODIS,61,6.2,298.9,13.4,D,0
6.1239,-69.8334,315.3,1,1,2005-01-02,1516,Terra,MODIS,39,6.2,295.6,5.6,D,0
5.097,-68.6294,357.6,1.2,1.1,2005-01-02,1516,Terra,MODIS,99,6.2,298.5,90.4,D,0
5.6598,-72.4858,322.4,1.1,1,2005-01-02,1516,Terra,MODIS,78,6.2,295.9,16.5,D,0
6.1302,-69.8135,317.6,1,1,2005-01-02,1516,Terra,MODIS,38,6.2,294.7,7.1,D,0
5.1067,-68.6279,319.7,1.2,1.1,2005-01-02,1516,Terra,MODIS,44,6.2,294.7,8.8,D,0
6.7691,-70.0765,314.7,1,1,2005-01-02,1516,Terra,MODIS,57,6.2,296.3,5.3,D,0
6.1365,-69.7936,320.9,1,1,2005-01-02,1516,Terra,MODIS,72,6.2,295.4,11.6,D,0
5.6539,-68.7236,318.6,1.2,1.1,2005-01-02,1516,Terra,MODIS,68,6.2,276.7,13.2,D,0
5.2169,-68.4013,323.9,1.2,1.1,2005-01-02,1516,Terra,MODIS,73,6.2,297.8,17.2,D,0
4.5782,-68.7693,319.2,1.2,1.1,2005-01-02,1516,Terra,MODIS,72,6.2,294.6,13.2,D,0
4.9607,-68.4688,319.5,1.2,1.1,2005-01-02,1516,Terra,MODIS,32,6.2,299.5,11,D,0
4.5501,-68.9297,315.4,1.2,1.1,2005-01-02,1516,Terra,MODIS,67,6.2,292.3,10.4,D,0
4.4523,-70.3646,321.9,1,1,2005-01-02,1516,Terra,MODIS,75,6.2,293,12.6,D,0
3.1787,-72.338,328.1,1,1,2005-01-02,1517,Terra,MODIS,76,6.2,297.8,15.6,D,0
4.2738,-71.5792,313.6,1,1,2005-01-02,1517,Terra,MODIS,38,6.2,293.7,5.8,D,0
3.8543,-71.4252,329.1,1,1,2005-01-02,1517,Terra,MODIS,73,6.2,291.4,22.5,D,0
3.8453,-71.4265,320.7,1,1,2005-01-02,1517,Terra,MODIS,71,6.2,291.3,14.8,D,0
3.01,-72.0085,321.8,1,1,2005-01-02,1517,Terra,MODIS,74,6.2,295.7,11.8,D,0
4.1974,-71.8762,327.7,1,1,2005-01-02,1517,Terra,MODIS,80,6.2,295.7,17.9,D,0
3.1868,-72.7705,317.1,1,1,2005-01-02,1517,Terra,MODIS,57,6.2,296.6,6.7,D,0
4.1884,-71.8774,318.2,1,1,2005-01-02,1517,Terra,MODIS,55,6.2,296.4,7.7,D,0
4.019,-71.4164,321.8,1,1,2005-01-02,1517,Terra,MODIS,74,6.2,296.1,12.2,D,0
4.0101,-71.4177,315.7,1,1,2005-01-02,1517,Terra,MODIS,30,6.2,295.1,6.3,D,0
4.1987,-71.8851,323.5,1,1,2005-01-02,1517,Terra,MODIS,75,6.2,295.1,13.2,D,0
3.1882,-72.7797,325.7,1,1,2005-01-02,1517,Terra,MODIS,78,6.2,296.1,16,D,0
3.7038,-71.707,323.9,1,1,2005-01-02,1813,Aqua,MODIS,72,6.2,294.6,14.3,D,0
3.9313,-71.9836,319.8,1,1,2005-01-02,1813,Aqua,MODIS,70,6.2,298.1,9.3,D,0
4.572,-68.7706,315.8,1.1,1.1,2005-01-02,1813,Aqua,MODIS,32,6.2,295.7,5.7,D,0
3.0214,-72.9149,320.6,1.1,1.1,2005-01-02,1813,Aqua,MODIS,66,6.2,294.2,14.1,D,0
4.0978,-70.5663,317.6,1,1,2005-01-02,1813,Aqua,MODIS,31,6.2,295.9,6.7,D,0
3.0815,-72.769,322,1.1,1.1,2005-01-02,1813,Aqua,MODIS,77,6.2,297.6,11.7,D,0
3.083,-72.759,317.9,1.1,1.1,2005-01-02,1813,Aqua,MODIS,73,6.2,297.9,7.2,D,0
1.6758,-74.1372,314.8,1.4,1.2,2005-01-02,1813,Aqua,MODIS,68,6.2,293.7,11.5,D,0
3.6103,-73.1317,316.7,1.2,1.1,2005-01-02,1813,Aqua,MODIS,52,6.2,297.6,8.5,D,0
4.4139,-69.2359,359.5,1.1,1,2005-01-02,1813,Aqua,MODIS,94,6.2,297.4,87.4,D,0
4.4047,-69.2345,326.3,1.1,1,2005-01-02,1813,Aqua,MODIS,60,6.2,294.5,20.2,D,0
4.406,-69.2249,320,1.1,1,2005-01-02,1813,Aqua,MODIS,63,6.2,291.8,12.7,D,0
4.0486,-72.063,316.6,1,1,2005-01-02,1813,Aqua,MODIS,38,6.2,296.5,7.2,D,0
4.0395,-72.0616,325.2,1,1,2005-01-02,1813,Aqua,MODIS,77,6.2,296.5,16.7,D,0
3.9555,-71.6881,320,1,1,2005-01-02,1813,Aqua,MODIS,70,6.2,298.3,8.3,D,0
1.0383,-75.8087,311.6,1.9,1.4,2005-01-02,1813,Aqua,MODIS,57,6.2,290.7,16.6,D,0
3.2893,-72.5396,315.6,1.1,1,2005-01-02,1813,Aqua,MODIS,69,6.2,292.8,11.2,D,0
4.2297,-71.3168,333.6,1,1,2005-01-02,1813,Aqua,MODIS,85,6.2,294.2,24.2,D,0
4.0637,-71.3173,319.4,1,1,2005-01-02,1813,Aqua,MODIS,48,6.2,296.2,7.2,D,0
1.4251,-74.4434,320.1,1.5,1.2,2005-01-02,1813,Aqua,MODIS,76,6.2,289.3,23,D,0
2.6594,-72.8067,316.1,1.1,1.1,2005-01-02,1813,Aqua,MODIS,0,6.2,290.2,10.7,D,0
1.4231,-74.4567,324.7,1.5,1.2,2005-01-02,1813,Aqua,MODIS,80,6.2,291.7,31.5,D,0
7.3077,-73.9493,353,1.2,1.1,2005-01-02,1814,Aqua,MODIS,91,6.2,299.5,75.8,D,0
6.6976,-74.1997,342.1,1.2,1.1,2005-01-02,1814,Aqua,MODIS,91,6.2,296.4,53.4,D,0
7.2533,-73.9557,340.1,1.2,1.1,2005-01-02,1814,Aqua,MODIS,91,6.2,298.5,44.6,D,0
5.6495,-72.4529,314.3,1,1,2005-01-02,1814,Aqua,MODIS,45,6.2,293.4,10.6,D,0
7.218,-74.8183,311.1,1.3,1.1,2005-01-02,1814,Aqua,MODIS,58,6.2,294.9,8.5,D,0
5.3765,-70.6346,317.4,1,1,2005-01-02,1814,Aqua,MODIS,61,6.2,298.4,6.3,D,0
7.5485,-73.8301,349.4,1.1,1.1,2005-01-02,1814,Aqua,MODIS,83,6.2,299.4,62.5,D,0
7.4293,-73.8785,361.1,1.1,1.1,2005-01-02,1814,Aqua,MODIS,87,6.2,300,100.6,D,0
5.4418,-70.3022,331.4,1,1,2005-01-02,1814,Aqua,MODIS,83,6.2,300.2,21.1,D,0
4.6343,-69.7022,316.6,1,1,2005-01-02,1814,Aqua,MODIS,65,6.2,293.9,9.4,D,0
7.3061,-73.9597,336.7,1.2,1.1,2005-01-02,1814,Aqua,MODIS,77,6.2,299.7,37.8,D,0
