latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
9.96935,-73.99149,314.55,1.98,1.37,2024-01-01,15:20:00,Terra,MODIS,56,6.1NRT,295.39,17.55,D
3.92745,-71.59372,306.07,3.97,1.85,2024-01-01,15:22:00,Terra,MODIS,57,6.1NRT,281.24,29.78,D
5.1634,-70.63109,313.72,4.5,1.95,2024-01-01,15:22:00,Terra,MODIS,69,6.1NRT,288.26,72.01,D
5.16609,-70.62563,312.2,4.5,1.95,2024-01-01,15:22:00,Terra,MODIS,67,6.1NRT,288.36,60.58,D
5.19817,-67.99742,321.87,1.78,1.31,2024-01-01,18:06:00,Aqua,MODIS,64,6.1NRT,288.37,31.4,D
5.18826,-68.00681,316.9,1.79,1.31,2024-01-01,18:06:00,Aqua,MODIS,59,6.1NRT,291.23,18.11,D
5.19068,-67.991,315.82,1.78,1.31,2024-01-01,18:06:00,Aqua,MODIS,48,6.1NRT,288.42,15.51,D
4.85885,-69.53249,308.49,2.39,1.49,2024-01-01,18:06:00,Aqua,MODIS,37,6.1NRT,279.89,15.22,D
5.16279,-70.65224,315.48,2.9,1.62,2024-01-01,18:06:00,Aqua,MODIS,68,6.1NRT,293.01,36.45,D
4.86218,-69.52598,307.64,2.39,1.49,2024-01-01,18:06:00,Aqua,MODIS,40,6.1NRT,280.09,14.04,D
4.58276,-69.2124,313.8,2.28,1.46,2024-01-01,18:06:00,Aqua,MODIS,69,6.1NRT,283.49,26.01,D
4.73154,-68.50693,309.76,1.99,1.38,2024-01-01,18:06:00,Aqua,MODIS,50,6.1NRT,288.48,16.93,D
4.97191,-68.37978,322.12,1.93,1.36,2024-01-01,18:06:00,Aqua,MODIS,75,6.1NRT,285.24,34.3,D
4.97646,-68.3854,318.41,1.93,1.36,2024-01-01,18:06:00,Aqua,MODIS,73,6.1NRT,283.91,26.55,D
5.76196,-69.72995,311.22,2.39,1.49,2024-01-01,18:08:00,Aqua,MODIS,56,6.1NRT,284.96,20.05,D
5.90855,-70.19903,329.63,2.58,1.54,2024-01-01,18:08:00,Aqua,MODIS,83,6.1NRT,296.09,88.54,D
5.91222,-70.17632,326.91,2.57,1.54,2024-01-01,18:08:00,Aqua,MODIS,81,6.1NRT,296.63,73.98,D
5.76214,-69.71512,308.39,2.38,1.49,2024-01-01,18:08:00,Aqua,MODIS,28,6.1NRT,283.55,13.1,D
6.2785,-67.80021,312.64,1.65,1.26,2024-01-01,18:08:00,Aqua,MODIS,28,6.1NRT,288.37,10.54,D
3.46836,-71.95676,301.27,3.6,1.78,2024-01-02,02:06:00,Terra,MODIS,39,6.1NRT,289.61,23.08,N
3.47395,-71.95251,305.06,3.6,1.78,2024-01-02,02:06:00,Terra,MODIS,63,6.1NRT,289.43,34.91,N
4.82081,-68.537,311.39,1.2,1.09,2024-01-02,06:24:00,Aqua,MODIS,82,6.1NRT,294.43,11.26,N
3.34094,-72.80534,308.54,2.33,1.48,2024-01-02,06:26:00,Aqua,MODIS,75,6.1NRT,291.46,27.41,N
4.43099,-68.85499,308.47,1.17,1.07,2024-01-02,14:24:00,Terra,MODIS,39,6.1NRT,289.35,5.76,D
4.43247,-68.86526,318.01,1.17,1.08,2024-01-02,14:24:00,Terra,MODIS,74,6.1NRT,289.92,16.0,D
5.75176,-69.13924,314.61,1.25,1.11,2024-01-02,14:24:00,Terra,MODIS,63,6.1NRT,292.05,9.03,D
5.75333,-69.15031,315.59,1.25,1.11,2024-01-02,14:24:00,Terra,MODIS,66,6.1NRT,291.87,10.15,D
3.52887,-71.9196,325.59,1.03,1.01,2024-01-02,18:49:00,Aqua,MODIS,77,6.1NRT,291.43,18.13,D
3.53017,-71.91057,320.66,1.03,1.01,2024-01-02,18:49:00,Aqua,MODIS,67,6.1NRT,290.28,13.14,D
3.45794,-72.15767,319.91,1.01,1.01,2024-01-02,18:49:00,Aqua,MODIS,76,6.1NRT,294.25,11.23,D
3.3397,-72.15308,330.14,1.01,1.01,2024-01-02,18:49:00,Aqua,MODIS,80,6.1NRT,295.4,22.71,D
3.34098,-72.14414,325.26,1.01,1.01,2024-01-02,18:49:00,Aqua,MODIS,81,6.1NRT,295.91,16.27,D
3.33076,-72.15179,326.09,1.01,1.01,2024-01-02,18:49:00,Aqua,MODIS,78,6.1NRT,297.37,17.28,D
3.33205,-72.14284,332.14,1.01,1.01,2024-01-02,18:49:00,Aqua,MODIS,86,6.1NRT,297.34,24.12,D
3.33333,-72.13388,338.09,1.01,1.01,2024-01-02,18:49:00,Aqua,MODIS,90,6.1NRT,296.4,32.86,D
3.33462,-72.12491,349.77,1.01,1.01,2024-01-02,18:49:00,Aqua,MODIS,95,6.1NRT,298.7,54.95,D
3.17575,-72.38998,314.72,1.0,1.0,2024-01-02,18:49:00,Aqua,MODIS,68,6.1NRT,291.98,7.85,D
3.18603,-72.3189,322.67,1.01,1.0,2024-01-02,18:49:00,Aqua,MODIS,78,6.1NRT,295.3,13.71,D
3.11285,-72.18337,321.32,1.01,1.0,2024-01-02,18:49:00,Aqua,MODIS,76,6.1NRT,295.49,12.42,D
3.11414,-72.17445,326.69,1.01,1.0,2024-01-02,18:49:00,Aqua,MODIS,82,6.1NRT,296.08,18.53,D
3.09363,-72.25339,319.46,1.01,1.0,2024-01-02,18:49:00,Aqua,MODIS,74,6.1NRT,295.75,10.92,D
3.07444,-72.32325,314.22,1.01,1.0,2024-01-02,18:49:00,Aqua,MODIS,57,6.1NRT,294.77,5.41,D
2.89292,-72.42951,316.18,1.0,1.0,2024-01-02,18:49:00,Aqua,MODIS,72,6.1NRT,294.89,9.36,D
2.2483,-70.04012,320.62,1.19,1.08,2024-01-02,18:49:00,Aqua,MODIS,75,6.1NRT,296.99,15.5,D
10.38089,-74.32066,321.5,1.0,1.0,2024-01-02,18:49:00,Aqua,MODIS,65,6.1NRT,300.27,12.03,D
9.18687,-74.42435,317.06,1.0,1.0,2024-01-02,18:49:00,Aqua,MODIS,51,6.1NRT,298.93,6.23,D
8.80744,-74.05437,311.13,1.0,1.0,2024-01-02,18:49:00,Aqua,MODIS,55,6.1NRT,283.43,6.79,D
7.09772,-74.01087,313.68,1.0,1.0,2024-01-02,18:49:00,Aqua,MODIS,71,6.1NRT,286.63,8.47,D
7.09901,-74.00195,308.9,1.0,1.0,2024-01-02,18:49:00,Aqua,MODIS,62,6.1NRT,288.22,4.71,D
7.01488,-74.08062,308.99,1.01,1.0,2024-01-02,18:49:00,Aqua,MODIS,46,6.1NRT,284.88,5.92,D
3.18732,-72.31001,314.26,1.01,1.0,2024-01-02,18:49:00,Aqua,MODIS,36,6.1NRT,295.27,5.95,D
6.70565,-72.19568,305.4,1.05,1.02,2024-01-02,18:49:00,Aqua,MODIS,42,6.1NRT,277.39,6.55,D
6.98413,-74.16167,306.97,1.01,1.0,2024-01-02,18:49:00,Aqua,MODIS,56,6.1NRT,283.23,4.51,D
5.74434,-69.89115,314.79,1.34,1.15,2024-01-02,18:49:00,Aqua,MODIS,65,6.1NRT,288.71,11.98,D
6.04087,-70.03015,310.56,1.33,1.14,2024-01-02,18:49:00,Aqua,MODIS,62,6.1NRT,281.78,11.37,D
6.03925,-70.04194,305.68,1.33,1.14,2024-01-02,18:49:00,Aqua,MODIS,37,6.1NRT,278.66,6.53,D
6.18648,-70.15853,308.0,1.31,1.14,2024-01-02,18:49:00,Aqua,MODIS,42,6.1NRT,284.25,6.58,D
6.16816,-71.3732,311.35,1.12,1.06,2024-01-02,18:49:00,Aqua,MODIS,55,6.1NRT,289.12,4.77,D
6.37059,-70.0097,312.59,1.35,1.15,2024-01-02,18:49:00,Aqua,MODIS,56,6.1NRT,275.02,14.3,D
6.36891,-70.02164,319.15,1.34,1.15,2024-01-02,18:49:00,Aqua,MODIS,65,6.1NRT,275.5,22.93,D
4.88729,-75.32074,316.42,1.13,1.06,2024-01-02,18:49:00,Aqua,MODIS,58,6.1NRT,282.12,14.87,D
6.35229,-70.13985,307.42,1.32,1.14,2024-01-02,18:49:00,Aqua,MODIS,32,6.1NRT,280.95,6.21,D
5.69422,-68.69911,308.65,1.63,1.26,2024-01-02,18:49:00,Aqua,MODIS,22,6.1NRT,272.86,10.92,D
4.65739,-74.94267,311.58,1.1,1.04,2024-01-02,18:49:00,Aqua,MODIS,70,6.1NRT,280.86,9.57,D
5.31071,-69.77419,317.82,1.35,1.15,2024-01-02,18:49:00,Aqua,MODIS,68,6.1NRT,289.18,13.56,D
4.9755,-71.98487,333.0,1.04,1.02,2024-01-02,18:49:00,Aqua,MODIS,87,6.1NRT,282.3,30.79,D
4.97682,-71.97565,328.43,1.04,1.02,2024-01-02,18:49:00,Aqua,MODIS,85,6.1NRT,282.23,24.42,D
5.03504,-68.2404,314.46,1.72,1.29,2024-01-02,18:49:00,Aqua,MODIS,59,6.1NRT,291.93,12.51,D
5.03715,-68.22516,316.34,1.73,1.29,2024-01-02,18:49:00,Aqua,MODIS,70,6.1NRT,293.34,15.36,D
4.75463,-70.16987,312.26,1.25,1.11,2024-01-02,18:49:00,Aqua,MODIS,0,6.1NRT,278.06,11.24,D
4.01218,-72.33901,312.46,1.01,1.01,2024-01-02,18:49:00,Aqua,MODIS,56,6.1NRT,286.23,6.07,D
4.12163,-71.51516,323.73,1.06,1.03,2024-01-02,18:49:00,Aqua,MODIS,75,6.1NRT,285.13,16.88,D
4.01211,-71.44547,314.21,1.07,1.03,2024-01-02,18:49:00,Aqua,MODIS,58,6.1NRT,285.62,8.04,D
3.73204,-72.93825,320.93,1.0,1.0,2024-01-02,18:49:00,Aqua,MODIS,58,6.1NRT,271.24,17.86,D
3.73332,-72.92941,333.04,1.0,1.0,2024-01-02,18:49:00,Aqua,MODIS,65,6.1NRT,271.11,32.06,D
3.93891,-71.17516,307.62,1.09,1.04,2024-01-02,18:49:00,Aqua,MODIS,43,6.1NRT,274.98,7.31,D
3.36862,-73.16531,308.37,1.0,1.0,2024-01-02,18:49:00,Aqua,MODIS,43,6.1NRT,278.39,6.15,D
3.46242,-72.15831,303.14,1.03,1.02,2024-01-03,02:47:00,Terra,MODIS,53,6.1NRT,289.47,4.59,N
3.30089,-72.12911,323.33,1.03,1.02,2024-01-03,02:47:00,Terra,MODIS,99,6.1NRT,285.75,20.68,N
3.29963,-72.13824,325.46,1.03,1.02,2024-01-03,02:47:00,Terra,MODIS,96,6.1NRT,285.96,22.46,N
3.29838,-72.14737,330.46,1.03,1.02,2024-01-03,02:47:00,Terra,MODIS,100,6.1NRT,286.4,29.92,N
3.29712,-72.15649,308.92,1.03,1.01,2024-01-03,02:47:00,Terra,MODIS,46,6.1NRT,285.75,8.2,N
3.3099,-72.13039,323.03,1.03,1.02,2024-01-03,02:47:00,Terra,MODIS,99,6.1NRT,284.42,20.34,N
3.3189,-72.13167,310.52,1.03,1.02,2024-01-03,02:47:00,Terra,MODIS,43,6.1NRT,284.56,8.84,N
3.4637,-72.14918,301.07,1.03,1.02,2024-01-03,02:47:00,Terra,MODIS,37,6.1NRT,289.34,3.42,N
5.3451,-69.19604,306.4,1.58,1.24,2024-01-03,02:47:00,Terra,MODIS,68,6.1NRT,285.42,12.32,N
3.31048,-72.11932,302.53,1.58,1.24,2024-01-03,07:07:00,Aqua,MODIS,50,6.1NRT,292.12,8.3,N
4.89552,-75.31755,321.33,1.05,1.02,2024-01-03,15:05:00,Terra,MODIS,79,6.1NRT,288.68,17.5,D
6.25653,-70.69988,314.57,1.94,1.36,2024-01-03,15:05:00,Terra,MODIS,65,6.1NRT,297.67,18.59,D
6.57684,-70.12851,315.0,2.12,1.42,2024-01-03,15:05:00,Terra,MODIS,64,6.1NRT,298.1,19.83,D
10.37943,-74.31786,323.56,1.03,1.02,2024-01-03,15:05:00,Terra,MODIS,77,6.1NRT,279.77,17.33,D
10.90171,-74.66479,314.91,1.01,1.01,2024-01-03,15:05:00,Terra,MODIS,70,6.1NRT,299.05,6.29,D
10.90304,-74.6738,319.66,1.01,1.01,2024-01-03,15:05:00,Terra,MODIS,76,6.1NRT,297.93,10.51,D
2.4495,-72.53415,317.04,1.62,1.25,2024-01-03,15:05:00,Terra,MODIS,73,6.1NRT,296.02,19.06,D
2.78436,-73.74166,313.82,1.32,1.14,2024-01-03,15:05:00,Terra,MODIS,69,6.1NRT,295.01,11.22,D
3.46001,-72.98325,308.99,1.45,1.19,2024-01-03,15:05:00,Terra,MODIS,56,6.1NRT,291.01,6.43,D
3.4619,-72.99589,315.22,1.45,1.19,2024-01-03,15:05:00,Terra,MODIS,72,6.1NRT,291.08,14.09,D
3.34686,-72.15108,328.43,1.68,1.27,2024-01-03,15:05:00,Terra,MODIS,84,6.1NRT,298.37,41.34,D
3.46298,-72.1581,334.72,1.67,1.27,2024-01-03,15:05:00,Terra,MODIS,88,6.1NRT,298.66,58.81,D
3.46513,-72.17271,314.23,1.66,1.27,2024-01-03,15:05:00,Terra,MODIS,67,6.1NRT,297.11,10.65,D
3.5419,-71.91208,313.84,1.74,1.29,2024-01-03,15:05:00,Terra,MODIS,64,6.1NRT,294.0,12.57,D
3.54003,-71.90643,317.42,1.74,1.29,2024-01-03,15:05:00,Terra,MODIS,73,6.1NRT,293.92,20.94,D
3.70132,-71.68066,320.83,1.8,1.31,2024-01-03,15:05:00,Terra,MODIS,77,6.1NRT,296.88,27.24,D
4.43397,-75.38019,312.55,1.05,1.02,2024-01-03,15:05:00,Terra,MODIS,68,6.1NRT,295.48,8.64,D
3.91669,-71.65277,316.6,1.79,1.31,2024-01-03,15:05:00,Terra,MODIS,71,6.1NRT,298.38,17.22,D
3.95456,-71.29349,318.49,1.91,1.35,2024-01-03,15:05:00,Terra,MODIS,73,6.1NRT,298.34,25.36,D
4.00812,-70.60203,329.0,2.16,1.43,2024-01-03,15:05:00,Terra,MODIS,83,6.1NRT,291.08,67.4,D
4.17716,-71.62734,320.16,1.78,1.31,2024-01-03,15:05:00,Terra,MODIS,74,6.1NRT,296.81,25.94,D
4.17952,-71.64286,313.65,1.78,1.31,2024-01-03,15:05:00,Terra,MODIS,53,6.1NRT,294.74,13.44,D
4.41174,-70.66917,315.92,2.1,1.41,2024-01-03,15:05:00,Terra,MODIS,67,6.1NRT,297.97,21.12,D
4.68195,-70.79538,314.93,2.03,1.39,2024-01-03,15:05:00,Terra,MODIS,66,6.1NRT,293.55,18.16,D
4.69417,-70.79354,311.18,2.03,1.39,2024-01-03,15:05:00,Terra,MODIS,35,6.1NRT,293.56,10.03,D
4.76201,-71.23588,332.66,1.87,1.34,2024-01-03,15:05:00,Terra,MODIS,86,6.1NRT,298.71,65.9,D
4.90054,-70.08692,315.14,2.29,1.47,2024-01-03,15:05:00,Terra,MODIS,65,6.1NRT,297.27,20.74,D
4.90259,-70.10165,314.04,2.29,1.46,2024-01-03,15:05:00,Terra,MODIS,48,6.1NRT,296.89,15.37,D
1.90879,-75.1566,315.15,1.12,1.06,2024-01-03,15:07:00,Terra,MODIS,67,6.1NRT,297.39,8.68,D
1.41518,-75.87432,307.81,1.06,1.03,2024-01-03,15:07:00,Terra,MODIS,29,6.1NRT,291.17,3.51,D
6.30376,-67.80666,321.58,3.35,1.73,2024-01-03,17:51:00,Aqua,MODIS,0,6.1NRT,296.87,64.49,D
6.49683,-69.76835,314.17,4.75,1.99,2024-01-03,17:51:00,Aqua,MODIS,43,6.1NRT,292.52,70.53,D
6.30192,-67.82976,320.1,3.37,1.73,2024-01-03,17:51:00,Aqua,MODIS,0,6.1NRT,296.88,58.67,D
1.7305,-73.69405,321.18,3.75,1.81,2024-01-03,19:29:00,Aqua,MODIS,75,6.1NRT,289.52,97.18,D
3.89119,-72.76268,314.97,4.82,2.0,2024-01-03,19:29:00,Aqua,MODIS,69,6.1NRT,295.06,65.63,D
5.61184,-67.6954,306.41,3.28,1.71,2024-01-04,01:49:00,Terra,MODIS,68,6.1NRT,295.7,22.25,N
5.98641,-69.11824,306.08,4.19,1.9,2024-01-04,01:49:00,Terra,MODIS,48,6.1NRT,293.61,37.44,N
5.98065,-69.15513,312.13,4.22,1.9,2024-01-04,01:49:00,Terra,MODIS,83,6.1NRT,294.21,72.28,N
5.96828,-69.15982,304.13,4.22,1.9,2024-01-04,01:49:00,Terra,MODIS,29,6.1NRT,294.08,30.75,N
5.99102,-69.12564,308.37,4.19,1.9,2024-01-04,01:49:00,Terra,MODIS,73,6.1NRT,293.73,50.71,N
6.00174,-69.16522,315.68,4.22,1.9,2024-01-04,01:49:00,Terra,MODIS,91,6.1NRT,294.02,94.62,N
5.98501,-69.16254,319.44,4.22,1.9,2024-01-04,01:49:00,Terra,MODIS,99,6.1NRT,294.36,123.32,N
6.0061,-69.17107,307.05,4.22,1.9,2024-01-04,01:49:00,Terra,MODIS,69,6.1NRT,293.84,45.91,N
1.80624,-74.03798,323.99,3.68,1.8,2024-01-04,03:27:00,Terra,MODIS,100,6.1NRT,290.24,142.24,N
1.81489,-74.04609,309.29,3.68,1.8,2024-01-04,03:27:00,Terra,MODIS,77,6.1NRT,291.26,55.39,N
1.79899,-74.04364,320.16,3.68,1.8,2024-01-04,03:27:00,Terra,MODIS,100,6.1NRT,290.37,111.95,N
1.80173,-74.07014,304.15,3.66,1.79,2024-01-04,03:27:00,Terra,MODIS,59,6.1NRT,291.61,34.61,N
5.72207,-67.77028,329.15,2.02,1.39,2024-01-04,14:07:00,Terra,MODIS,83,6.1NRT,302.5,50.31,D
5.71855,-67.77695,328.08,2.02,1.39,2024-01-04,14:07:00,Terra,MODIS,82,6.1NRT,301.71,46.67,D
5.20861,-69.65409,314.73,2.82,1.6,2024-01-04,14:07:00,Terra,MODIS,65,6.1NRT,298.58,28.14,D
5.20128,-69.63602,312.81,2.8,1.6,2024-01-04,14:07:00,Terra,MODIS,60,6.1NRT,298.43,21.76,D
4.87258,-69.33479,311.76,2.62,1.55,2024-01-04,14:07:00,Terra,MODIS,57,6.1NRT,297.45,17.82,D
4.41605,-68.86462,329.25,2.36,1.48,2024-01-04,14:07:00,Terra,MODIS,83,6.1NRT,297.02,80.12,D
3.83056,-71.68669,311.25,3.9,1.84,2024-01-04,14:07:00,Terra,MODIS,54,6.1NRT,294.71,30.23,D
1.2139,-74.34436,314.67,2.04,1.39,2024-01-04,18:32:00,Aqua,MODIS,67,6.1NRT,296.15,18.74,D
1.21117,-74.36239,316.32,2.04,1.39,2024-01-04,18:32:00,Aqua,MODIS,69,6.1NRT,297.72,22.78,D
1.30624,-74.51333,314.25,2.09,1.41,2024-01-04,18:32:00,Aqua,MODIS,66,6.1NRT,297.41,17.93,D
1.30898,-74.49495,313.15,2.09,1.41,2024-01-04,18:32:00,Aqua,MODIS,63,6.1NRT,296.42,15.28,D
4.82242,-70.985,316.39,1.09,1.04,2024-01-04,18:34:00,Aqua,MODIS,54,6.1NRT,302.68,6.57,D
4.93967,-70.44598,318.39,1.04,1.02,2024-01-04,18:34:00,Aqua,MODIS,60,6.1NRT,304.37,7.26,D
4.81496,-71.35386,319.52,1.13,1.06,2024-01-04,18:34:00,Aqua,MODIS,66,6.1NRT,302.83,9.52,D
4.82435,-71.35526,317.12,1.13,1.06,2024-01-04,18:34:00,Aqua,MODIS,51,6.1NRT,302.36,7.03,D
4.82288,-71.36523,318.63,1.13,1.06,2024-01-04,18:34:00,Aqua,MODIS,62,6.1NRT,302.64,8.71,D
4.96677,-70.45001,340.77,1.04,1.02,2024-01-04,18:34:00,Aqua,MODIS,89,6.1NRT,304.89,37.19,D
4.93432,-70.92025,321.14,1.08,1.04,2024-01-04,18:34:00,Aqua,MODIS,33,6.1NRT,303.34,9.86,D
4.89074,-71.59893,320.38,1.16,1.07,2024-01-04,18:34:00,Aqua,MODIS,69,6.1NRT,300.83,13.04,D
4.88923,-71.60916,326.29,1.16,1.07,2024-01-04,18:34:00,Aqua,MODIS,78,6.1NRT,301.62,20.82,D
5.11613,-70.12514,326.28,1.02,1.01,2024-01-04,18:34:00,Aqua,MODIS,75,6.1NRT,305.8,14.82,D
5.11481,-70.13418,354.82,1.02,1.01,2024-01-04,18:34:00,Aqua,MODIS,97,6.1NRT,306.8,65.23,D
4.75674,-72.64186,316.31,1.34,1.15,2024-01-04,18:34:00,Aqua,MODIS,66,6.1NRT,300.92,9.59,D
4.75412,-72.64693,317.33,1.34,1.15,2024-01-04,18:34:00,Aqua,MODIS,68,6.1NRT,300.72,10.84,D
4.98672,-71.31054,336.95,1.12,1.05,2024-01-04,18:34:00,Aqua,MODIS,87,6.1NRT,302.65,36.16,D
4.98525,-71.32043,322.43,1.12,1.05,2024-01-04,18:34:00,Aqua,MODIS,72,6.1NRT,301.99,14.49,D
5.08803,-71.06318,316.96,1.09,1.04,2024-01-04,18:34:00,Aqua,MODIS,60,6.1NRT,302.23,8.17,D
5.07293,-71.77039,321.19,1.17,1.08,2024-01-04,18:34:00,Aqua,MODIS,72,6.1NRT,302.02,12.86,D
5.052,-72.17024,322.86,1.24,1.11,2024-01-04,18:34:00,Aqua,MODIS,76,6.1NRT,301.42,14.55,D
5.44155,-69.59806,335.34,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,85,6.1NRT,307.75,25.0,D
5.44026,-69.60693,328.63,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,78,6.1NRT,307.61,15.84,D
5.45043,-69.59937,323.11,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,70,6.1NRT,306.7,9.92,D
5.51443,-69.2829,327.37,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,75,6.1NRT,307.54,14.35,D
5.51315,-69.29176,334.26,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,83,6.1NRT,308.15,23.54,D
5.38516,-70.43077,340.77,1.03,1.02,2024-01-04,18:34:00,Aqua,MODIS,89,6.1NRT,303.3,36.39,D
5.38381,-70.43992,324.39,1.03,1.02,2024-01-04,18:34:00,Aqua,MODIS,65,6.1NRT,301.98,13.06,D
5.39417,-70.43211,324.26,1.03,1.02,2024-01-04,18:34:00,Aqua,MODIS,61,6.1NRT,302.21,12.67,D
5.39282,-70.44126,319.7,1.03,1.02,2024-01-04,18:34:00,Aqua,MODIS,51,6.1NRT,302.06,8.38,D
5.36408,-70.82516,314.89,1.06,1.03,2024-01-04,18:34:00,Aqua,MODIS,51,6.1NRT,302.3,5.76,D
5.72591,-68.71632,326.44,1.01,1.01,2024-01-04,18:34:00,Aqua,MODIS,67,6.1NRT,306.73,12.22,D
5.54491,-70.15437,317.23,1.02,1.01,2024-01-04,18:34:00,Aqua,MODIS,57,6.1NRT,305.08,6.02,D
5.48107,-70.90283,314.3,1.07,1.03,2024-01-04,18:34:00,Aqua,MODIS,42,6.1NRT,301.76,5.49,D
5.65232,-70.74277,314.48,1.05,1.02,2024-01-04,18:34:00,Aqua,MODIS,48,6.1NRT,302.21,5.18,D
5.95307,-68.86258,318.76,1.01,1.01,2024-01-04,18:34:00,Aqua,MODIS,43,6.1NRT,306.52,6.13,D
5.3267,-73.39916,321.8,1.48,1.2,2024-01-04,18:34:00,Aqua,MODIS,77,6.1NRT,301.35,23.36,D
5.32483,-73.41133,327.52,1.48,1.2,2024-01-04,18:34:00,Aqua,MODIS,82,6.1NRT,300.18,34.84,D
5.97763,-69.14619,323.87,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,40,6.1NRT,308.34,6.96,D
5.87154,-70.0656,336.87,1.01,1.0,2024-01-04,18:34:00,Aqua,MODIS,86,6.1NRT,305.04,29.21,D
5.87024,-70.07455,317.77,1.01,1.0,2024-01-04,18:34:00,Aqua,MODIS,30,6.1NRT,304.0,5.62,D
5.91284,-69.84957,327.21,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,77,6.1NRT,304.77,15.38,D
5.92173,-69.85088,348.42,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,94,6.1NRT,305.04,49.19,D
5.92043,-69.85978,341.38,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,90,6.1NRT,305.72,36.12,D
5.88648,-70.0919,319.69,1.01,1.01,2024-01-04,18:34:00,Aqua,MODIS,54,6.1NRT,305.68,7.79,D
6.02959,-69.23215,319.16,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,47,6.1NRT,305.86,6.0,D
5.87961,-70.45057,333.04,1.03,1.01,2024-01-04,18:34:00,Aqua,MODIS,84,6.1NRT,302.09,26.09,D
5.87827,-70.45968,344.1,1.03,1.01,2024-01-04,18:34:00,Aqua,MODIS,92,6.1NRT,302.39,44.56,D
5.88859,-70.45191,345.16,1.03,1.01,2024-01-04,18:34:00,Aqua,MODIS,92,6.1NRT,302.81,46.63,D
5.88726,-70.46102,339.87,1.03,1.01,2024-01-04,18:34:00,Aqua,MODIS,89,6.1NRT,303.05,36.9,D
6.13438,-69.46265,319.92,1.0,1.0,2024-01-04,18:34:00,Aqua,MODIS,63,6.1NRT,304.93,8.44,D
6.34306,-70.12656,316.16,1.01,1.0,2024-01-04,18:34:00,Aqua,MODIS,55,6.1NRT,302.34,5.93,D
6.15608,-71.3858,316.19,1.1,1.04,2024-01-04,18:34:00,Aqua,MODIS,57,6.1NRT,300.41,7.02,D
6.47193,-70.62878,315.23,1.03,1.01,2024-01-04,18:34:00,Aqua,MODIS,40,6.1NRT,300.76,6.86,D
5.68499,-76.65126,308.4,2.6,1.55,2024-01-04,18:34:00,Aqua,MODIS,41,6.1NRT,291.77,21.34,D
6.13915,-74.47721,315.92,1.72,1.29,2024-01-04,18:34:00,Aqua,MODIS,70,6.1NRT,297.36,14.07,D
6.797,-70.23341,317.57,1.01,1.0,2024-01-04,18:34:00,Aqua,MODIS,57,6.1NRT,299.7,7.31,D
6.81862,-71.09302,319.1,1.06,1.03,2024-01-04,18:34:00,Aqua,MODIS,70,6.1NRT,302.78,9.65,D
6.45194,-74.53448,314.64,1.71,1.28,2024-01-04,18:34:00,Aqua,MODIS,68,6.1NRT,297.17,13.26,D
6.94235,-74.33989,316.27,1.62,1.25,2024-01-04,18:34:00,Aqua,MODIS,71,6.1NRT,299.09,15.04,D
7.2024,-73.99499,313.06,1.52,1.22,2024-01-04,18:34:00,Aqua,MODIS,67,6.1NRT,299.19,9.17,D
7.31514,-73.72326,312.84,1.45,1.19,2024-01-04,18:34:00,Aqua,MODIS,67,6.1NRT,298.2,8.63,D
7.32103,-74.42033,315.27,1.62,1.25,2024-01-04,18:34:00,Aqua,MODIS,71,6.1NRT,296.49,18.78,D
8.39709,-73.81213,317.33,1.41,1.18,2024-01-04,18:34:00,Aqua,MODIS,65,6.1NRT,302.4,10.28,D
8.33438,-75.59662,315.47,1.91,1.35,2024-01-04,18:34:00,Aqua,MODIS,14,6.1NRT,298.71,20.83,D
9.85427,-74.88052,316.94,1.59,1.24,2024-01-04,18:34:00,Aqua,MODIS,30,6.1NRT,301.81,11.33,D
10.37928,-74.31711,322.61,1.42,1.18,2024-01-04,18:34:00,Aqua,MODIS,75,6.1NRT,305.24,17.61,D
4.68993,-68.54687,328.08,1.01,1.01,2024-01-04,18:34:00,Aqua,MODIS,79,6.1NRT,301.61,17.51,D
1.72503,-73.70837,316.97,1.78,1.31,2024-01-04,18:34:00,Aqua,MODIS,70,6.1NRT,297.08,22.29,D
1.73326,-73.71638,313.96,1.78,1.31,2024-01-04,18:34:00,Aqua,MODIS,47,6.1NRT,295.89,13.07,D
1.75494,-74.04977,321.45,1.89,1.34,2024-01-04,18:34:00,Aqua,MODIS,12,6.1NRT,297.78,28.39,D
1.76439,-74.06823,335.12,1.9,1.35,2024-01-04,18:34:00,Aqua,MODIS,55,6.1NRT,299.2,66.2,D
1.75125,-74.1918,312.57,1.94,1.36,2024-01-04,18:34:00,Aqua,MODIS,46,6.1NRT,296.31,12.37,D
