latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
4.8135,-71.39907,314.21,1.26,1.12,2024-02-11,18:32:00,Aqua,MODIS,27,6.1NRT,297.32,4.68,D
5.04282,-71.16653,328.36,1.21,1.1,2024-02-11,18:32:00,Aqua,MODIS,78,6.1NRT,302.73,20.14,D
5.32889,-70.96854,318.65,1.17,1.08,2024-02-11,18:32:00,Aqua,MODIS,56,6.1NRT,297.06,9.8,D
5.98893,-67.53438,334.07,1.03,1.02,2024-02-11,18:32:00,Aqua,MODIS,57,6.1NRT,309.08,19.62,D
5.93981,-67.87974,343.39,1.02,1.01,2024-02-11,18:32:00,Aqua,MODIS,90,6.1NRT,305.27,35.53,D
5.93853,-67.88875,334.3,1.02,1.01,2024-02-11,18:32:00,Aqua,MODIS,79,6.1NRT,304.47,20.42,D
5.94747,-67.89005,336.82,1.02,1.01,2024-02-11,18:32:00,Aqua,MODIS,85,6.1NRT,304.43,25.58,D
5.61008,-70.25971,325.98,1.08,1.04,2024-02-11,18:32:00,Aqua,MODIS,74,6.1NRT,301.78,16.3,D
5.61929,-70.26109,336.69,1.08,1.04,2024-02-11,18:32:00,Aqua,MODIS,85,6.1NRT,303.99,31.46,D
5.61786,-70.27068,325.6,1.08,1.04,2024-02-11,18:32:00,Aqua,MODIS,73,6.1NRT,303.09,15.02,D
5.49638,-71.08076,318.4,1.19,1.08,2024-02-11,18:32:00,Aqua,MODIS,61,6.1NRT,299.56,9.85,D
5.49479,-71.09126,327.58,1.19,1.08,2024-02-11,18:32:00,Aqua,MODIS,78,6.1NRT,299.37,22.26,D
5.83382,-69.99606,320.0,1.05,1.03,2024-02-11,18:32:00,Aqua,MODIS,22,6.1NRT,301.33,8.05,D
5.85339,-69.98946,321.5,1.05,1.03,2024-02-11,18:32:00,Aqua,MODIS,32,6.1NRT,301.32,9.76,D
5.86909,-70.13577,334.57,1.07,1.03,2024-02-11,18:32:00,Aqua,MODIS,84,6.1NRT,303.21,26.89,D
5.87961,-70.1277,317.89,1.07,1.03,2024-02-11,18:32:00,Aqua,MODIS,52,6.1NRT,301.92,5.88,D
5.87823,-70.13715,332.95,1.07,1.03,2024-02-11,18:32:00,Aqua,MODIS,82,6.1NRT,302.01,24.69,D
5.73206,-71.554,349.02,1.25,1.11,2024-02-11,18:32:00,Aqua,MODIS,94,6.1NRT,301.91,69.97,D
5.7304,-71.56509,318.87,1.25,1.11,2024-02-11,18:32:00,Aqua,MODIS,64,6.1NRT,300.88,8.88,D
6.17233,-70.13823,321.27,1.06,1.03,2024-02-11,18:32:00,Aqua,MODIS,66,6.1NRT,301.86,9.89,D
5.85854,-72.26498,316.8,1.39,1.17,2024-02-11,18:32:00,Aqua,MODIS,66,6.1NRT,299.17,14.57,D
9.6222,-75.16848,347.05,1.96,1.37,2024-02-11,18:34:00,Aqua,MODIS,92,6.1NRT,306.15,112.44,D
6.53201,-70.75457,315.17,1.11,1.05,2024-02-11,18:34:00,Aqua,MODIS,50,6.1NRT,299.48,5.38,D
6.31857,-74.84148,311.97,2.12,1.42,2024-02-11,18:34:00,Aqua,MODIS,56,6.1NRT,296.25,17.01,D
7.08561,-70.75487,319.59,1.1,1.05,2024-02-11,18:34:00,Aqua,MODIS,39,6.1NRT,301.38,8.88,D
6.59036,-76.09466,310.09,2.65,1.56,2024-02-11,18:34:00,Aqua,MODIS,42,6.1NRT,284.59,33.98,D
7.11611,-74.01897,317.14,1.77,1.3,2024-02-11,18:34:00,Aqua,MODIS,66,6.1NRT,299.97,12.2,D
7.30364,-73.99722,317.62,1.75,1.3,2024-02-11,18:34:00,Aqua,MODIS,70,6.1NRT,300.19,14.76,D
7.42069,-73.47732,322.34,1.59,1.24,2024-02-11,18:34:00,Aqua,MODIS,76,6.1NRT,299.42,19.54,D
7.3405,-73.97843,330.55,1.74,1.29,2024-02-11,18:34:00,Aqua,MODIS,79,6.1NRT,299.82,44.45,D
7.3381,-73.99336,321.63,1.75,1.3,2024-02-11,18:34:00,Aqua,MODIS,75,6.1NRT,300.07,22.2,D
7.37487,-73.98392,329.16,1.74,1.29,2024-02-11,18:34:00,Aqua,MODIS,72,6.1NRT,300.19,38.91,D
7.51252,-73.3195,326.7,1.55,1.23,2024-02-11,18:34:00,Aqua,MODIS,81,6.1NRT,295.24,33.81,D
7.52345,-73.32064,328.77,1.55,1.23,2024-02-11,18:34:00,Aqua,MODIS,82,6.1NRT,295.88,38.28,D
7.51668,-73.31061,325.88,1.54,1.22,2024-02-11,18:34:00,Aqua,MODIS,80,6.1NRT,293.74,33.13,D
7.51439,-73.32484,325.16,1.55,1.23,2024-02-11,18:34:00,Aqua,MODIS,79,6.1NRT,295.6,30.19,D
7.25654,-75.21828,312.78,2.19,1.43,2024-02-11,18:34:00,Aqua,MODIS,56,6.1NRT,297.54,19.27,D
7.73995,-73.48835,322.09,1.58,1.24,2024-02-11,18:34:00,Aqua,MODIS,75,6.1NRT,299.15,18.89,D
7.81155,-73.9125,320.93,1.69,1.28,2024-02-11,18:34:00,Aqua,MODIS,53,6.1NRT,302.68,13.54,D
8.12683,-74.6626,317.7,1.9,1.35,2024-02-11,18:34:00,Aqua,MODIS,67,6.1NRT,297.06,20.71,D
8.81408,-73.83591,327.26,1.6,1.25,2024-02-11,18:34:00,Aqua,MODIS,79,6.1NRT,303.93,29.59,D
8.81185,-73.85021,321.59,1.61,1.25,2024-02-11,18:34:00,Aqua,MODIS,72,6.1NRT,304.66,17.38,D
8.8251,-73.83773,334.85,1.6,1.25,2024-02-11,18:34:00,Aqua,MODIS,86,6.1NRT,303.83,47.41,D
8.82289,-73.85203,326.43,1.61,1.25,2024-02-11,18:34:00,Aqua,MODIS,78,6.1NRT,304.46,26.26,D
8.81522,-73.8428,331.89,1.6,1.25,2024-02-11,18:34:00,Aqua,MODIS,83,6.1NRT,304.81,39.03,D
8.82624,-73.8446,328.5,1.6,1.25,2024-02-11,18:34:00,Aqua,MODIS,77,6.1NRT,304.35,29.1,D
8.93226,-73.89635,320.88,1.61,1.25,2024-02-11,18:34:00,Aqua,MODIS,0,6.1NRT,302.83,14.96,D
8.9589,-74.16303,317.36,1.68,1.28,2024-02-11,18:34:00,Aqua,MODIS,0,6.1NRT,301.63,11.92,D
9.57998,-73.72343,332.52,1.53,1.22,2024-02-11,18:34:00,Aqua,MODIS,81,6.1NRT,304.57,35.32,D
9.58313,-73.73048,334.16,1.53,1.22,2024-02-11,18:34:00,Aqua,MODIS,83,6.1NRT,305.42,40.79,D
9.61822,-75.16279,340.46,1.96,1.37,2024-02-11,18:34:00,Aqua,MODIS,87,6.1NRT,306.79,80.07,D
9.61544,-75.18012,335.87,1.96,1.37,2024-02-11,18:34:00,Aqua,MODIS,83,6.1NRT,305.28,61.22,D
9.61932,-75.18565,325.22,1.96,1.37,2024-02-11,18:34:00,Aqua,MODIS,50,6.1NRT,304.75,24.89,D
9.64853,-75.08482,324.55,1.93,1.36,2024-02-11,18:34:00,Aqua,MODIS,65,6.1NRT,304.39,24.76,D
9.86654,-74.32628,324.94,1.67,1.27,2024-02-11,18:34:00,Aqua,MODIS,67,6.1NRT,306.9,11.54,D
9.84343,-75.47639,321.31,2.05,1.39,2024-02-11,18:34:00,Aqua,MODIS,49,6.1NRT,300.16,24.95,D
9.84938,-75.46561,321.09,2.04,1.39,2024-02-11,18:34:00,Aqua,MODIS,55,6.1NRT,300.14,22.35,D
9.59168,-73.4754,324.27,1.26,1.11,2024-02-12,06:48:00,Aqua,MODIS,100,6.1NRT,297.21,27.32,N
9.60277,-73.47864,321.85,1.26,1.12,2024-02-12,06:48:00,Aqua,MODIS,100,6.1NRT,296.68,24.62,N
9.59287,-73.47995,327.76,1.26,1.12,2024-02-12,06:48:00,Aqua,MODIS,100,6.1NRT,297.21,33.03,N
9.59133,-73.46872,316.49,1.26,1.11,2024-02-12,06:48:00,Aqua,MODIS,93,6.1NRT,296.38,16.74,N
4.28858,-70.79091,307.8,1.02,1.01,2024-02-12,06:50:00,Aqua,MODIS,73,6.1NRT,294.79,6.17,N
4.87951,-68.69865,343.8,1.31,1.13,2024-02-12,14:18:00,Terra,MODIS,92,6.1NRT,299.23,59.19,D
4.89382,-69.62598,319.57,1.51,1.21,2024-02-12,14:18:00,Terra,MODIS,70,6.1NRT,299.94,16.68,D
4.10651,-72.2427,325.3,2.35,1.48,2024-02-12,14:18:00,Terra,MODIS,79,6.1NRT,296.97,56.65,D
3.6708,-72.11902,317.02,2.26,1.46,2024-02-12,14:18:00,Terra,MODIS,68,6.1NRT,296.84,23.12,D
3.6696,-72.10589,316.85,2.25,1.45,2024-02-12,14:18:00,Terra,MODIS,65,6.1NRT,296.28,21.89,D
3.50378,-71.76298,324.42,2.1,1.41,2024-02-12,14:18:00,Terra,MODIS,78,6.1NRT,295.82,44.65,D
6.25259,-69.83908,316.88,1.65,1.26,2024-02-12,14:18:00,Terra,MODIS,48,6.1NRT,299.56,13.66,D
5.95674,-67.91544,323.41,1.21,1.09,2024-02-12,14:18:00,Terra,MODIS,75,6.1NRT,300.98,16.97,D
5.95526,-67.90473,328.75,1.21,1.09,2024-02-12,14:18:00,Terra,MODIS,81,6.1NRT,301.34,24.89,D
6.07135,-69.5098,316.5,1.55,1.23,2024-02-12,14:18:00,Terra,MODIS,47,6.1NRT,299.88,12.95,D
6.07319,-69.52351,314.19,1.55,1.23,2024-02-12,14:18:00,Terra,MODIS,51,6.1NRT,299.46,9.3,D
6.06919,-69.5167,317.9,1.55,1.23,2024-02-12,14:18:00,Terra,MODIS,0,6.1NRT,299.55,13.21,D
5.99458,-69.96665,312.2,1.67,1.27,2024-02-12,14:18:00,Terra,MODIS,43,6.1NRT,298.26,9.05,D
5.99256,-69.95192,315.96,1.66,1.27,2024-02-12,14:18:00,Terra,MODIS,62,6.1NRT,298.61,15.27,D
4.88956,-68.69728,329.91,1.31,1.13,2024-02-12,14:18:00,Terra,MODIS,82,6.1NRT,299.29,26.89,D
4.9888,-71.91333,324.52,2.44,1.51,2024-02-12,19:14:00,Aqua,MODIS,75,6.1NRT,298.05,42.78,D
4.99663,-71.91934,321.41,2.44,1.51,2024-02-12,19:14:00,Aqua,MODIS,41,6.1NRT,298.77,27.77,D
5.24946,-70.67073,323.64,3.09,1.67,2024-02-12,19:14:00,Aqua,MODIS,74,6.1NRT,299.6,60.1,D
5.25018,-70.67838,321.65,3.09,1.67,2024-02-12,19:14:00,Aqua,MODIS,67,6.1NRT,299.59,45.97,D
5.1562,-71.92655,324.24,2.45,1.51,2024-02-12,19:14:00,Aqua,MODIS,75,6.1NRT,294.2,47.47,D
5.45583,-71.17261,349.68,2.84,1.61,2024-02-12,19:14:00,Aqua,MODIS,95,6.1NRT,301.53,236.49,D
5.45241,-71.1977,347.55,2.83,1.61,2024-02-12,19:14:00,Aqua,MODIS,94,6.1NRT,300.73,213.98,D
5.45775,-71.17819,351.92,2.84,1.61,2024-02-12,19:14:00,Aqua,MODIS,96,6.1NRT,301.86,259.64,D
5.45451,-71.20332,330.09,2.83,1.61,2024-02-12,19:14:00,Aqua,MODIS,81,6.1NRT,300.36,85.81,D
5.68112,-70.28854,324.55,3.37,1.73,2024-02-12,19:14:00,Aqua,MODIS,75,6.1NRT,298.12,74.37,D
5.69651,-70.29055,324.26,3.37,1.73,2024-02-12,19:14:00,Aqua,MODIS,74,6.1NRT,297.13,70.78,D
5.68229,-70.26574,318.99,3.39,1.74,2024-02-12,19:14:00,Aqua,MODIS,30,6.1NRT,296.41,40.4,D
5.69771,-70.2678,322.55,3.39,1.74,2024-02-12,19:14:00,Aqua,MODIS,70,6.1NRT,297.03,63.29,D
5.65286,-70.72958,323.29,3.11,1.67,2024-02-12,19:14:00,Aqua,MODIS,73,6.1NRT,302.07,46.97,D
6.30744,-70.95059,314.45,3.06,1.66,2024-02-12,19:14:00,Aqua,MODIS,55,6.1NRT,298.62,24.24,D
6.35046,-75.54114,371.2,1.36,1.15,2024-02-12,19:14:00,Aqua,MODIS,100,6.1NRT,306.4,164.64,D
6.3487,-75.53399,343.78,1.36,1.16,2024-02-12,19:14:00,Aqua,MODIS,91,6.1NRT,309.03,57.66,D
6.34707,-75.5461,349.9,1.36,1.15,2024-02-12,19:14:00,Aqua,MODIS,95,6.1NRT,307.46,75.72,D
7.17016,-75.65517,331.2,1.37,1.16,2024-02-12,19:14:00,Aqua,MODIS,83,6.1NRT,305.26,30.93,D
7.55451,-73.80729,323.9,1.9,1.35,2024-02-12,19:14:00,Aqua,MODIS,69,6.1NRT,303.86,22.62,D
7.55225,-73.82415,320.52,1.89,1.34,2024-02-12,19:14:00,Aqua,MODIS,0,6.1NRT,302.83,14.75,D
7.76591,-73.77918,331.65,1.92,1.35,2024-02-12,19:14:00,Aqua,MODIS,63,6.1NRT,301.84,46.0,D
7.77391,-73.77007,323.14,1.93,1.36,2024-02-12,19:14:00,Aqua,MODIS,47,6.1NRT,302.08,18.68,D
7.82435,-73.75937,328.87,1.93,1.36,2024-02-12,19:14:00,Aqua,MODIS,70,6.1NRT,302.35,35.92,D
7.66266,-76.16447,324.83,1.29,1.13,2024-02-12,19:14:00,Aqua,MODIS,76,6.1NRT,298.27,23.05,D
8.0462,-75.5969,329.58,1.42,1.18,2024-02-12,19:14:00,Aqua,MODIS,73,6.1NRT,301.6,27.17,D
8.04447,-75.60951,326.61,1.42,1.18,2024-02-12,19:14:00,Aqua,MODIS,59,6.1NRT,299.95,22.95,D
5.69384,-70.29771,323.61,3.37,1.73,2024-02-12,19:14:00,Aqua,MODIS,73,6.1NRT,297.59,66.91,D
9.36151,-74.69223,331.35,1.73,1.29,2024-02-12,19:14:00,Aqua,MODIS,0,6.1NRT,306.08,33.97,D
9.28236,-75.53061,324.4,1.5,1.21,2024-02-12,19:14:00,Aqua,MODIS,41,6.1NRT,303.19,16.29,D
9.85354,-73.11246,346.95,2.35,1.48,2024-02-12,19:14:00,Aqua,MODIS,92,6.1NRT,297.73,167.68,D
10.29972,-74.33466,332.47,1.91,1.35,2024-02-12,19:14:00,Aqua,MODIS,74,6.1NRT,302.74,45.83,D
2.75837,-72.15102,328.62,2.14,1.42,2024-02-12,19:14:00,Aqua,MODIS,81,6.1NRT,298.84,49.96,D
2.75568,-72.16984,327.46,2.13,1.42,2024-02-12,19:14:00,Aqua,MODIS,80,6.1NRT,301.43,45.69,D
2.78393,-73.64899,317.64,1.64,1.26,2024-02-12,19:14:00,Aqua,MODIS,65,6.1NRT,295.71,16.93,D
3.35282,-72.20019,314.57,2.17,1.43,2024-02-12,19:14:00,Aqua,MODIS,43,6.1NRT,292.23,15.12,D
3.72452,-70.49569,344.32,3.02,1.65,2024-02-12,19:14:00,Aqua,MODIS,92,6.1NRT,293.95,223.42,D
3.72419,-70.50079,329.26,3.02,1.65,2024-02-12,19:14:00,Aqua,MODIS,81,6.1NRT,293.89,107.59,D
3.66487,-72.68236,323.64,2.01,1.38,2024-02-12,19:14:00,Aqua,MODIS,75,6.1NRT,298.53,32.26,D
3.69719,-73.02766,318.86,1.89,1.34,2024-02-12,19:14:00,Aqua,MODIS,50,6.1NRT,297.65,19.65,D
3.93979,-73.12464,321.68,1.87,1.34,2024-02-12,19:14:00,Aqua,MODIS,66,6.1NRT,297.56,26.51,D
3.93299,-73.12901,317.96,1.87,1.34,2024-02-12,19:14:00,Aqua,MODIS,60,6.1NRT,297.35,17.65,D
4.10614,-72.23634,318.88,2.22,1.44,2024-02-12,19:14:00,Aqua,MODIS,65,6.1NRT,296.15,20.16,D
4.10342,-72.25582,324.24,2.21,1.44,2024-02-12,19:14:00,Aqua,MODIS,75,6.1NRT,297.56,38.08,D
3.86269,-74.97788,325.6,1.37,1.16,2024-02-12,19:14:00,Aqua,MODIS,40,6.1NRT,303.98,12.25,D
4.84114,-69.53829,317.83,3.75,1.81,2024-02-12,19:14:00,Aqua,MODIS,61,6.1NRT,296.24,48.38,D
4.74189,-70.94891,319.57,2.88,1.62,2024-02-12,19:14:00,Aqua,MODIS,66,6.1NRT,298.0,40.17,D
2.76791,-72.151,302.45,1.0,1.0,2024-02-13,02:42:00,Terra,MODIS,49,6.1NRT,289.71,3.39,N
3.48277,-71.92382,301.2,1.0,1.0,2024-02-13,02:42:00,Terra,MODIS,39,6.1NRT,291.07,3.0,N
4.72329,-70.67873,306.65,1.1,1.05,2024-02-13,02:42:00,Terra,MODIS,66,6.1NRT,294.48,6.26,N
5.08746,-70.35936,306.86,1.15,1.07,2024-02-13,02:42:00,Terra,MODIS,67,6.1NRT,294.97,6.91,N
5.08609,-70.36953,311.35,1.15,1.07,2024-02-13,02:42:00,Terra,MODIS,81,6.1NRT,295.27,10.68,N
5.0969,-70.36071,314.6,1.15,1.07,2024-02-13,02:42:00,Terra,MODIS,89,6.1NRT,294.83,13.91,N
5.09552,-70.37087,306.69,1.15,1.07,2024-02-13,02:42:00,Terra,MODIS,67,6.1NRT,294.65,6.74,N
5.47411,-69.22904,312.74,1.36,1.15,2024-02-13,02:42:00,Terra,MODIS,84,6.1NRT,295.26,14.26,N
4.89107,-75.31737,306.3,1.22,1.1,2024-02-13,02:42:00,Terra,MODIS,68,6.1NRT,271.4,16.86,N
5.64635,-70.20438,306.92,1.19,1.08,2024-02-13,02:42:00,Terra,MODIS,68,6.1NRT,294.85,7.63,N
5.6449,-70.21485,309.94,1.19,1.08,2024-02-13,02:42:00,Terra,MODIS,78,6.1NRT,294.73,10.19,N
5.64959,-70.21117,315.51,1.19,1.08,2024-02-13,02:42:00,Terra,MODIS,91,6.1NRT,294.83,15.92,N
5.97431,-67.89975,340.79,1.72,1.29,2024-02-13,02:42:00,Terra,MODIS,100,6.1NRT,296.74,93.61,N
5.98769,-67.88602,330.51,1.73,1.29,2024-02-13,02:42:00,Terra,MODIS,100,6.1NRT,296.55,59.34,N
5.9857,-67.90125,323.09,1.72,1.29,2024-02-13,02:42:00,Terra,MODIS,100,6.1NRT,295.95,39.86,N
5.9991,-67.88757,306.08,1.73,1.29,2024-02-13,02:42:00,Terra,MODIS,64,6.1NRT,295.47,10.04,N
10.32373,-73.22765,309.2,1.01,1.0,2024-02-13,02:45:00,Terra,MODIS,75,6.1NRT,296.93,6.74,N
10.68002,-74.27792,315.95,1.0,1.0,2024-02-13,14:56:00,Terra,MODIS,61,6.1NRT,302.6,6.02,D
11.15207,-72.53844,315.99,1.09,1.04,2024-02-13,14:56:00,Terra,MODIS,22,6.1NRT,303.65,7.27,D
10.94464,-73.56558,318.47,1.02,1.01,2024-02-13,14:56:00,Terra,MODIS,41,6.1NRT,298.62,12.46,D
10.74375,-74.78055,322.4,1.0,1.0,2024-02-13,14:56:00,Terra,MODIS,74,6.1NRT,302.36,8.86,D
10.23446,-73.00655,320.54,1.06,1.03,2024-02-13,14:56:00,Terra,MODIS,70,6.1NRT,297.17,17.83,D
10.22129,-73.91219,317.33,1.01,1.0,2024-02-13,14:56:00,Terra,MODIS,39,6.1NRT,303.54,5.72,D
10.35943,-75.18854,327.69,1.01,1.01,2024-02-13,14:56:00,Terra,MODIS,74,6.1NRT,303.19,15.07,D
9.84749,-73.50843,338.81,1.03,1.02,2024-02-13,14:56:00,Terra,MODIS,88,6.1NRT,304.35,30.65,D
9.84613,-73.49922,349.16,1.03,1.02,2024-02-13,14:56:00,Terra,MODIS,94,6.1NRT,308.12,50.96,D
9.88352,-75.08492,350.59,1.01,1.0,2024-02-13,14:56:00,Terra,MODIS,95,6.1NRT,303.29,54.38,D
9.56357,-73.70912,330.69,1.02,1.01,2024-02-13,14:56:00,Terra,MODIS,81,6.1NRT,306.08,20.36,D
7.78224,-74.01891,317.54,1.03,1.01,2024-02-13,14:58:00,Terra,MODIS,66,6.1NRT,303.26,6.27,D
7.66914,-74.31075,326.18,1.02,1.01,2024-02-13,14:58:00,Terra,MODIS,80,6.1NRT,298.61,20.67,D
7.08811,-70.75629,314.74,1.57,1.23,2024-02-13,14:58:00,Terra,MODIS,41,6.1NRT,299.35,10.61,D
6.95079,-71.87131,315.88,1.32,1.14,2024-02-13,14:58:00,Terra,MODIS,54,6.1NRT,300.03,9.15,D
6.137,-68.94623,316.2,2.25,1.45,2024-02-13,14:58:00,Terra,MODIS,44,6.1NRT,299.61,19.35,D
6.38998,-70.777,314.8,1.6,1.25,2024-02-13,14:58:00,Terra,MODIS,65,6.1NRT,298.74,13.36,D
6.38893,-70.783,318.15,1.6,1.25,2024-02-13,14:58:00,Terra,MODIS,71,6.1NRT,298.7,20.25,D
7.85654,-73.39753,312.9,1.07,1.03,2024-02-13,14:58:00,Terra,MODIS,45,6.1NRT,298.06,6.38,D
2.68798,-75.32246,314.25,1.02,1.01,2024-02-13,14:58:00,Terra,MODIS,68,6.1NRT,297.41,6.32,D
7.05463,-75.99405,321.37,1.02,1.01,2024-02-13,14:58:00,Terra,MODIS,77,6.1NRT,295.48,18.16,D
7.05335,-75.98514,318.06,1.02,1.01,2024-02-13,14:58:00,Terra,MODIS,74,6.1NRT,292.91,14.62,D
6.69638,-73.5993,314.64,1.08,1.04,2024-02-13,14:58:00,Terra,MODIS,66,6.1NRT,297.61,7.86,D
6.91137,-75.18993,316.63,1.0,1.0,2024-02-13,14:58:00,Terra,MODIS,62,6.1NRT,300.12,9.28,D
6.90675,-76.05009,315.18,1.02,1.01,2024-02-13,14:58:00,Terra,MODIS,65,6.1NRT,298.1,7.94,D
6.79041,-75.88084,323.38,1.01,1.01,2024-02-13,14:58:00,Terra,MODIS,64,6.1NRT,308.16,11.09,D
5.89186,-70.2412,331.6,1.8,1.31,2024-02-13,14:58:00,Terra,MODIS,84,6.1NRT,300.59,53.93,D
5.88026,-70.24295,364.27,1.8,1.31,2024-02-13,14:58:00,Terra,MODIS,100,6.1NRT,300.85,213.55,D
5.8778,-70.22712,317.65,1.8,1.32,2024-02-13,14:58:00,Terra,MODIS,48,6.1NRT,299.54,17.54,D
5.86867,-70.24471,322.47,1.8,1.31,2024-02-13,14:58:00,Terra,MODIS,75,6.1NRT,299.73,28.94,D
5.87011,-71.62514,314.2,1.42,1.18,2024-02-13,14:58:00,Terra,MODIS,65,6.1NRT,298.12,11.08,D
5.74986,-70.89392,316.86,1.61,1.25,2024-02-13,14:58:00,Terra,MODIS,51,6.1NRT,298.83,14.2,D
5.47328,-69.23763,315.44,2.19,1.44,2024-02-13,14:58:00,Terra,MODIS,63,6.1NRT,298.96,16.27,D
5.6723,-71.42521,317.42,1.48,1.2,2024-02-13,14:58:00,Terra,MODIS,69,6.1NRT,300.83,12.55,D
5.59484,-71.63269,316.7,1.43,1.18,2024-02-13,14:58:00,Terra,MODIS,68,6.1NRT,299.07,12.9,D
4.938,-68.56631,315.93,2.54,1.53,2024-02-13,14:58:00,Terra,MODIS,55,6.1NRT,295.15,22.02,D
5.4289,-71.89771,319.01,1.38,1.16,2024-02-13,14:58:00,Terra,MODIS,71,6.1NRT,301.05,14.87,D
4.86102,-68.69094,318.5,2.49,1.52,2024-02-13,14:58:00,Terra,MODIS,24,6.1NRT,296.31,24.03,D
4.86612,-68.69662,319.26,2.49,1.52,2024-02-13,14:58:00,Terra,MODIS,62,6.1NRT,296.74,30.44,D
5.29205,-71.67038,313.21,1.44,1.19,2024-02-13,14:58:00,Terra,MODIS,58,6.1NRT,297.84,8.86,D
5.10699,-71.73594,321.6,1.43,1.18,2024-02-13,14:58:00,Terra,MODIS,53,6.1NRT,299.46,17.86,D
5.10508,-71.7233,335.78,1.44,1.19,2024-02-13,14:58:00,Terra,MODIS,87,6.1NRT,300.71,48.17,D
5.09461,-71.72486,322.99,1.44,1.19,2024-02-13,14:58:00,Terra,MODIS,76,6.1NRT,299.72,20.29,D
7.93343,-74.04086,331.95,1.03,1.01,2024-02-13,14:58:00,Terra,MODIS,85,6.1NRT,300.9,23.31,D
4.90535,-71.25275,314.61,1.57,1.23,2024-02-13,14:58:00,Terra,MODIS,59,6.1NRT,298.98,11.3,D
4.53594,-71.15467,318.7,1.61,1.25,2024-02-13,14:58:00,Terra,MODIS,69,6.1NRT,300.69,17.33,D
4.53376,-71.14046,324.06,1.62,1.25,2024-02-13,14:58:00,Terra,MODIS,77,6.1NRT,300.13,28.38,D
4.79667,-74.10587,310.17,1.07,1.03,2024-02-13,14:58:00,Terra,MODIS,31,6.1NRT,296.32,5.59,D
4.89172,-75.31774,331.55,1.0,1.0,2024-02-13,14:58:00,Terra,MODIS,86,6.1NRT,293.32,27.27,D
4.42418,-72.71292,318.33,1.26,1.12,2024-02-13,14:58:00,Terra,MODIS,69,6.1NRT,303.49,11.2,D
4.66483,-75.98462,313.69,1.0,1.0,2024-02-13,14:58:00,Terra,MODIS,52,6.1NRT,296.93,4.71,D
3.94319,-71.56773,321.71,1.54,1.22,2024-02-13,14:58:00,Terra,MODIS,73,6.1NRT,301.17,15.89,D
3.93239,-71.56931,333.68,1.54,1.22,2024-02-13,14:58:00,Terra,MODIS,85,6.1NRT,301.26,41.65,D
3.93032,-71.55585,328.62,1.54,1.22,2024-02-13,14:58:00,Terra,MODIS,81,6.1NRT,300.9,30.23,D
3.94035,-71.57404,320.7,1.54,1.22,2024-02-13,14:58:00,Terra,MODIS,60,6.1NRT,301.32,12.82,D
3.92756,-71.5621,339.36,1.54,1.22,2024-02-13,14:58:00,Terra,MODIS,89,6.1NRT,301.36,59.27,D
4.04469,-73.32583,322.47,1.18,1.08,2024-02-13,14:58:00,Terra,MODIS,75,6.1NRT,300.47,14.78,D
4.03513,-73.32722,316.38,1.18,1.08,2024-02-13,14:58:00,Terra,MODIS,27,6.1NRT,299.11,7.23,D
3.70796,-71.62027,331.87,1.54,1.22,2024-02-13,14:58:00,Terra,MODIS,84,6.1NRT,298.9,42.89,D
3.79979,-73.47429,313.36,1.17,1.07,2024-02-13,14:58:00,Terra,MODIS,61,6.1NRT,298.49,6.01,D
3.33965,-71.54532,313.37,1.58,1.24,2024-02-13,14:58:00,Terra,MODIS,60,6.1NRT,297.72,13.45,D
3.34271,-72.25722,332.61,1.4,1.17,2024-02-13,14:58:00,Terra,MODIS,85,6.1NRT,295.68,41.5,D
3.34087,-72.2449,319.7,1.4,1.17,2024-02-13,14:58:00,Terra,MODIS,65,6.1NRT,294.98,16.78,D
3.33234,-72.25869,323.3,1.4,1.17,2024-02-13,14:58:00,Terra,MODIS,77,6.1NRT,294.41,23.04,D
2.98485,-72.74171,320.14,1.32,1.14,2024-02-13,14:58:00,Terra,MODIS,74,6.1NRT,295.74,16.38,D
7.7836,-74.02818,317.55,1.03,1.01,2024-02-13,14:58:00,Terra,MODIS,64,6.1NRT,303.2,6.44,D
5.34349,-71.19415,313.58,2.35,1.48,2024-02-13,18:17:00,Aqua,MODIS,40,6.1NRT,296.7,13.68,D
1.76749,-74.31182,314.46,4.82,2.0,2024-02-13,18:17:00,Aqua,MODIS,67,6.1NRT,289.46,73.61,D
1.76714,-74.31971,312.69,4.82,2.0,2024-02-13,18:17:00,Aqua,MODIS,63,6.1NRT,289.65,59.77,D
2.43153,-73.53899,313.02,4.08,1.87,2024-02-13,18:17:00,Aqua,MODIS,62,6.1NRT,288.22,56.91,D
2.42603,-73.57485,316.42,4.11,1.88,2024-02-13,18:17:00,Aqua,MODIS,69,6.1NRT,289.88,78.09,D
2.42064,-73.54433,315.45,4.08,1.87,2024-02-13,18:17:00,Aqua,MODIS,63,6.1NRT,288.16,70.03,D
2.41485,-73.58022,310.44,4.11,1.88,2024-02-13,18:17:00,Aqua,MODIS,46,6.1NRT,288.68,39.55,D
2.76454,-72.16005,319.96,3.13,1.68,2024-02-13,18:17:00,Aqua,MODIS,58,6.1NRT,295.54,43.76,D
2.76358,-72.16473,319.39,3.13,1.68,2024-02-13,18:17:00,Aqua,MODIS,69,6.1NRT,295.86,46.31,D
