latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
11.0912,-72.6625,306.5,4.5,2,2000-11-01,1458,Terra,MODIS,26,6.2,277.3,38.5,D,2
11.091,-72.6702,307,4.5,2,2000-11-01,1458,Terra,MODIS,31,6.2,277.5,41.9,D,2
5.3136,-68.8234,316.9,1.1,1.1,2000-11-02,0324,Terra,MODIS,94,6.2,278.9,19.6,N,0
5.339,-68.8125,301.9,1.1,1.1,2000-11-02,0324,Terra,MODIS,40,6.2,272.7,8.3,N,0
5.3376,-68.8227,301,1.1,1.1,2000-11-02,0324,Terra,MODIS,29,6.2,274.3,7.3,N,0
6.4805,-69.7584,316.9,1.5,1.2,2000-11-02,1542,Terra,MODIS,73,6.2,285.6,19.7,D,0
5.6676,-69.7843,317.8,1.5,1.2,2000-11-02,1542,Terra,MODIS,72,6.2,291.2,18.9,D,0
5.6625,-69.8969,324.5,1.5,1.2,2000-11-02,1542,Terra,MODIS,80,6.2,293.6,28.7,D,0
5.5195,-69.8554,328.5,1.5,1.2,2000-11-02,1542,Terra,MODIS,83,6.2,292.4,39.8,D,0
5.5177,-69.8615,328.1,1.5,1.2,2000-11-02,1542,Terra,MODIS,78,6.2,291.5,40.3,D,0
5.5157,-69.8478,316.9,1.5,1.2,2000-11-02,1542,Terra,MODIS,61,6.2,291.8,18.6,D,0
5.279,-70.4646,319.3,1.4,1.2,2000-11-02,1543,Terra,MODIS,72,6.2,292.8,15.7,D,0
5.2771,-70.4521,325.6,1.4,1.2,2000-11-02,1543,Terra,MODIS,79,6.2,294.9,26.5,D,0
5.2685,-70.4662,321.2,1.4,1.2,2000-11-02,1543,Terra,MODIS,75,6.2,294.3,18.8,D,0
5.2666,-70.4537,327.1,1.4,1.2,2000-11-02,1543,Terra,MODIS,81,6.2,295.2,29.2,D,0
5.1603,-70.501,319.2,1.4,1.2,2000-11-02,1543,Terra,MODIS,72,6.2,293.2,16.1,D,0
5.1584,-70.4885,314.7,1.4,1.2,2000-11-02,1543,Terra,MODIS,51,6.2,293.8,9.2,D,0
5.1164,-70.2203,328.6,1.5,1.2,2000-11-02,1543,Terra,MODIS,82,6.2,293.9,33.5,D,0
5.1143,-70.2073,326.8,1.5,1.2,2000-11-02,1543,Terra,MODIS,81,6.2,292.8,29.7,D,0
5.1637,-70.4941,325.8,1.4,1.2,2000-11-02,1543,Terra,MODIS,80,6.2,294.7,26.2,D,0
5.111,-70.2142,333.4,1.5,1.2,2000-11-02,1543,Terra,MODIS,86,6.2,293.1,45.3,D,0
5.0211,-69.8406,321.2,1.6,1.2,2000-11-02,1543,Terra,MODIS,75,6.2,294.3,22.5,D,0
5.0189,-69.8266,320.4,1.6,1.2,2000-11-02,1543,Terra,MODIS,74,6.2,294.5,21.2,D,0
4.7555,-71.7309,315.5,1.2,1.1,2000-11-02,1543,Terra,MODIS,53,6.2,288.2,10.4,D,0
4.4894,-72.2182,315.2,1.1,1.1,2000-11-02,1543,Terra,MODIS,68,6.2,291.1,8.3,D,0
4.0644,-70.6678,317.4,1.4,1.2,2000-11-02,1543,Terra,MODIS,72,6.2,293.2,15.7,D,0
3.7482,-73.0019,340.4,1.1,1,2000-11-02,1543,Terra,MODIS,90,6.2,294.2,41.1,D,0
1.0539,-75.1525,318.1,1,1,2000-11-02,1544,Terra,MODIS,69,6.2,294.6,8.8,D,0
5.6624,-67.8865,313.1,2.8,1.6,2000-11-03,1447,Terra,MODIS,63,6.2,291,21,D,0
1.7651,-73.7823,300.6,2.3,1.5,2000-11-04,0311,Terra,MODIS,28,6.2,285.7,12.2,N,0
6.1823,-69.0802,325.3,1.1,1,2000-11-04,1530,Terra,MODIS,60,6.2,294.1,18,D,0
6.1744,-69.0914,319.1,1.1,1,2000-11-04,1530,Terra,MODIS,33,6.2,293.1,10.5,D,0
6.173,-69.0816,320.9,1.1,1,2000-11-04,1530,Terra,MODIS,46,6.2,292.6,13.2,D,0
4.903,-69.0185,324.8,1.1,1.1,2000-11-04,1530,Terra,MODIS,73,6.2,294.2,17.2,D,0
4.9307,-69.2704,314.7,1.1,1.1,2000-11-04,1530,Terra,MODIS,56,6.2,294.1,7.1,D,0
4.7467,-69.4002,319.3,1.1,1,2000-11-04,1530,Terra,MODIS,67,6.2,292.4,11.9,D,0
4.4982,-68.8391,313.9,1.2,1.1,2000-11-04,1530,Terra,MODIS,62,6.2,293.3,7.4,D,0
4.4528,-70.3331,318.2,1,1,2000-11-04,1531,Terra,MODIS,70,6.2,296.6,8.3,D,0
4.6076,-72.5176,322.6,1,1,2000-11-04,1531,Terra,MODIS,76,6.2,292.7,13.7,D,0
4.1117,-70.335,314.5,1,1,2000-11-04,1531,Terra,MODIS,64,6.2,293.8,7.6,D,0
4.1247,-71.6671,313.5,1,1,2000-11-04,1531,Terra,MODIS,37,6.2,292.9,6,D,0
3.9616,-71.7484,320.3,1,1,2000-11-04,1531,Terra,MODIS,71,6.2,296.4,9.9,D,0
3.8977,-71.691,315.5,1,1,2000-11-04,1531,Terra,MODIS,56,6.2,295.3,6.3,D,0
2.8936,-73.008,318.2,1,1,2000-11-04,1531,Terra,MODIS,65,6.2,293.6,9,D,0
2.8923,-72.9987,319.9,1,1,2000-11-04,1531,Terra,MODIS,72,6.2,293,10.6,D,0
1.7802,-73.7722,331,1.1,1,2000-11-04,1531,Terra,MODIS,84,6.2,297.5,24.7,D,0
1.7788,-73.7624,323.2,1.1,1,2000-11-04,1531,Terra,MODIS,69,6.2,296.4,14.2,D,0
1.7709,-73.7735,325.5,1.1,1,2000-11-04,1531,Terra,MODIS,71,6.2,297.8,16.6,D,0
-4.0874,-69.9456,317.7,1.3,1.1,2000-11-04,1533,Terra,MODIS,73,6.2,293.5,15.3,D,0
4.0886,-72.2685,311.6,4.3,1.9,2000-11-05,1614,Terra,MODIS,58,6.2,289.1,45.6,D,0
4.0798,-72.2386,311.1,4.3,1.9,2000-11-05,1614,Terra,MODIS,64,6.2,288.1,43.1,D,0
11.0843,-72.673,315.4,2,1.4,2000-11-06,1517,Terra,MODIS,32,6.2,298.5,17.6,D,2
6.4557,-69.7874,317.2,1.1,1,2000-11-06,1518,Terra,MODIS,70,6.2,296.2,8.9,D,0
6.4543,-69.7775,320.7,1.1,1,2000-11-06,1518,Terra,MODIS,75,6.2,295.5,12.5,D,0
6.1432,-69.0928,316.2,1,1,2000-11-06,1518,Terra,MODIS,69,6.2,291.5,8.1,D,0
6.1338,-70.0406,309.2,1.1,1.1,2000-11-06,1518,Terra,MODIS,40,6.2,282.9,6.7,D,0
6.1323,-70.0306,308.6,1.1,1.1,2000-11-06,1518,Terra,MODIS,34,6.2,284.3,5.5,D,0
5.9894,-69.744,318.1,1.1,1,2000-11-06,1518,Terra,MODIS,71,6.2,295.7,9.5,D,0
5.999,-69.9435,338.7,1.1,1.1,2000-11-06,1518,Terra,MODIS,89,6.2,290.9,40.1,D,0
