latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
5.7514,-70.3795,304.2,1.9,1.3,2015-01-01,0329,Terra,MODIS,59,6.2,292.4,13.3,N,0
5.7554,-70.3905,302.8,1.8,1.3,2015-01-01,0329,Terra,MODIS,51,6.2,292.3,10.3,N,0
6.4999,-69.8282,314.3,3.4,1.7,2015-01-01,1547,Terra,MODIS,66,6.2,295.7,35.8,D,0
4.2384,-70.8261,311.8,3.1,1.7,2015-01-01,1548,Terra,MODIS,63,6.2,296.3,22.9,D,0
4.5432,-69.5549,311.1,3.9,1.8,2015-01-01,1548,Terra,MODIS,55,6.2,294.2,32.4,D,0
4.6595,-69.454,311.4,3.9,1.8,2015-01-01,1548,Terra,MODIS,55,6.2,294,36.8,D,0
4.562,-68.6197,311,4.6,2,2015-01-01,1548,Terra,MODIS,48,6.2,293.7,49.7,D,0
4.7981,-71.9679,317,2.5,1.5,2015-01-01,1548,Terra,MODIS,72,6.2,296.9,32.8,D,0
4.5618,-68.6267,312.8,4.6,2,2015-01-01,1548,Terra,MODIS,57,6.2,293.7,62.3,D,0
4.7947,-71.946,313,2.5,1.5,2015-01-01,1548,Terra,MODIS,65,6.2,294.7,20.4,D,0
1.8438,-76.0445,313.2,1.4,1.2,2015-01-01,1549,Terra,MODIS,33,6.2,299.4,9.6,D,0
4.8321,-70.8368,316.9,2.9,1.6,2015-01-01,1847,Aqua,MODIS,66,6.2,295.7,40.8,D,0
3.677,-76.2642,325.9,1.1,1.1,2015-01-01,1847,Aqua,MODIS,79,6.2,302,17.2,D,0
4.8356,-70.8105,315.8,2.9,1.6,2015-01-01,1847,Aqua,MODIS,63,6.2,295.8,37.7,D,0
3.6756,-76.2743,324.6,1.1,1.1,2015-01-01,1847,Aqua,MODIS,78,6.2,302.7,15.2,D,0
5.6635,-70.2872,316,3.3,1.7,2015-01-01,1847,Aqua,MODIS,65,6.2,296,44,D,0
5.6789,-70.2892,330.9,3.3,1.7,2015-01-01,1847,Aqua,MODIS,84,6.2,296.7,135.3,D,0
3.9525,-71.7482,312.7,2.4,1.5,2015-01-01,1847,Aqua,MODIS,0,6.2,290,20.3,D,0
7.9028,-75.5546,321,1.4,1.2,2015-01-01,1848,Aqua,MODIS,40,6.2,305.6,14.1,D,0
5.6736,-70.2938,336.1,3.3,1.7,2015-01-01,1848,Aqua,MODIS,87,6.2,297,177.1,D,0
7.0849,-73.5849,317.6,1.9,1.4,2015-01-01,1848,Aqua,MODIS,62,6.2,299.2,18,D,0
7.1733,-74.929,313.6,1.5,1.2,2015-01-01,1848,Aqua,MODIS,62,6.2,297.6,10.6,D,0
