latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
5.5209,-68.3112,318.8,2.2,1.4,2003-01-01,0235,Terra,MODIS,97,6.2,291.7,48.9,N,0
5.7195,-68.6291,312,2.3,1.5,2003-01-01,0235,Terra,MODIS,84,6.2,292.4,31.2,N,0
10.9422,-73.649,313.1,4.1,1.9,2003-01-01,1452,Terra,MODIS,42,6.2,298.7,55.3,D,0
10.9377,-73.6544,315.2,4.1,1.9,2003-01-01,1452,Terra,MODIS,51,6.2,299.4,63.9,D,0
6.0792,-68.3052,320.2,1.3,1.1,2003-01-01,1453,Terra,MODIS,51,6.2,301.2,11.9,D,0
6.1826,-70.1229,317.5,1.8,1.3,2003-01-01,1453,Terra,MODIS,65,6.2,297.1,19.9,D,0
5.8295,-68.9808,340.6,1.5,1.2,2003-01-01,1453,Terra,MODIS,89,6.2,300.9,60.3,D,0
6.1881,-70.1283,315.7,1.8,1.3,2003-01-01,1453,Terra,MODIS,55,6.2,297,14.3,D,0
5.7764,-69.7406,321.8,1.7,1.3,2003-01-01,1453,Terra,MODIS,72,6.2,297.3,27.1,D,0
6.1598,-68.4492,319.7,1.4,1.2,2003-01-01,1453,Terra,MODIS,59,6.2,300.2,12.2,D,0
5.6432,-68.1146,348.5,1.3,1.1,2003-01-01,1453,Terra,MODIS,94,6.2,304.2,68.9,D,0
5.5284,-68.3095,321.7,1.3,1.1,2003-01-01,1453,Terra,MODIS,44,6.2,301.5,11,D,0
6.0775,-68.2932,323.9,1.3,1.1,2003-01-01,1453,Terra,MODIS,53,6.2,303.3,16.3,D,0
5.8327,-68.9743,338.7,1.5,1.2,2003-01-01,1453,Terra,MODIS,88,6.2,300.8,55.5,D,0
5.8632,-68.9566,320.1,1.5,1.2,2003-01-01,1453,Terra,MODIS,49,6.2,300.9,14.4,D,0
5.6331,-68.116,327.3,1.3,1.1,2003-01-01,1453,Terra,MODIS,67,6.2,302,19.9,D,0
5.8276,-68.9676,328.6,1.5,1.2,2003-01-01,1453,Terra,MODIS,77,6.2,299.7,29,D,0
5.9093,-68.3289,321.2,1.3,1.1,2003-01-01,1453,Terra,MODIS,44,6.2,303.4,11.5,D,0
4.9571,-69.1976,342.6,1.5,1.2,2003-01-01,1454,Terra,MODIS,91,6.2,301,67.3,D,0
5.064,-71.4249,313.7,2.2,1.4,2003-01-01,1454,Terra,MODIS,58,6.2,295.6,17.8,D,0
5.3979,-70.9051,312.6,2,1.4,2003-01-01,1454,Terra,MODIS,47,6.2,295.8,13.6,D,0
5.1546,-69.7181,316.5,1.6,1.3,2003-01-01,1454,Terra,MODIS,62,6.2,299,11.2,D,0
4.6066,-70.6519,317.6,1.9,1.3,2003-01-01,1454,Terra,MODIS,67,6.2,297.2,19.2,D,0
4.4378,-70.3215,319.9,1.8,1.3,2003-01-01,1454,Terra,MODIS,71,6.2,296.3,21.6,D,0
4.9268,-69.6439,320.6,1.6,1.2,2003-01-01,1454,Terra,MODIS,71,6.2,298.5,20.8,D,0
4.4981,-71.108,321.4,2,1.4,2003-01-01,1454,Terra,MODIS,73,6.2,297.5,27.7,D,0
4.9271,-69.6506,326.2,1.6,1.2,2003-01-01,1454,Terra,MODIS,78,6.2,298.3,30.8,D,0
4.9542,-69.204,327.8,1.5,1.2,2003-01-01,1454,Terra,MODIS,80,6.2,299.4,31.1,D,0
5.4789,-71.1213,317.6,2.1,1.4,2003-01-01,1454,Terra,MODIS,68,6.2,296.4,22.9,D,0
4.4964,-71.1144,318.9,2,1.4,2003-01-01,1454,Terra,MODIS,14,6.2,297.1,19,D,0
5.0652,-71.4389,315,2.2,1.4,2003-01-01,1454,Terra,MODIS,62,6.2,295.6,19.7,D,0
4.5268,-69.8183,321.5,1.6,1.3,2003-01-01,1454,Terra,MODIS,73,6.2,297.6,23.1,D,0
4.9288,-69.6582,317.7,1.6,1.2,2003-01-01,1454,Terra,MODIS,65,6.2,297.7,14.4,D,0
5.4816,-71.1403,317.4,2.1,1.4,2003-01-01,1454,Terra,MODIS,68,6.2,296.4,22.2,D,0
5.4814,-71.1336,319.5,2.1,1.4,2003-01-01,1454,Terra,MODIS,58,6.2,296.4,25.9,D,0
4.5044,-68.8594,316.6,1.4,1.2,2003-01-01,1454,Terra,MODIS,65,6.2,297.4,13.2,D,0
4.5062,-68.8718,318.2,1.4,1.2,2003-01-01,1454,Terra,MODIS,65,6.2,296.5,16.1,D,0
4.9876,-69.1799,324.3,1.5,1.2,2003-01-01,1454,Terra,MODIS,47,6.2,299.1,20.2,D,0
4.975,-69.1681,322.7,1.5,1.2,2003-01-01,1454,Terra,MODIS,29,6.2,299.8,17.6,D,0
4.9697,-69.2094,352.2,1.5,1.2,2003-01-01,1454,Terra,MODIS,96,6.2,299.9,101.3,D,0
4.9679,-69.1961,366.7,1.5,1.2,2003-01-01,1454,Terra,MODIS,100,6.2,302.5,169.6,D,0
4.8337,-70.0457,316.9,1.7,1.3,2003-01-01,1454,Terra,MODIS,64,6.2,297.3,12.8,D,0
4.9589,-69.2109,325.5,1.5,1.2,2003-01-01,1454,Terra,MODIS,73,6.2,298.6,24.3,D,0
4.1777,-70.863,317.2,1.9,1.4,2003-01-01,1454,Terra,MODIS,45,6.2,296.5,17.6,D,0
5.2171,-69.4272,321.6,1.6,1.2,2003-01-01,1454,Terra,MODIS,72,6.2,299.8,19.6,D,0
3.7163,-71.4272,316.7,2.4,1.5,2003-01-01,1748,Aqua,MODIS,67,6.2,296,23,D,0
4.2066,-70.967,318.8,2.2,1.4,2003-01-01,1748,Aqua,MODIS,68,6.2,298.2,21.6,D,0
4.2094,-70.954,317.3,2.2,1.4,2003-01-01,1748,Aqua,MODIS,31,6.2,298.2,16.5,D,0
2.9796,-72.8342,315,3.2,1.7,2003-01-01,1748,Aqua,MODIS,67,6.2,294.9,32.1,D,0
3.906,-71.9779,321.4,2.6,1.6,2003-01-01,1748,Aqua,MODIS,72,6.2,298.2,40,D,0
3.9819,-70.7213,320,2.1,1.4,2003-01-01,1748,Aqua,MODIS,62,6.2,299,18.1,D,0
3.9877,-68.369,311.1,1.4,1.2,2003-01-01,1748,Aqua,MODIS,48,6.2,295.8,9,D,0
3.5122,-71.7439,326.2,2.6,1.5,2003-01-01,1748,Aqua,MODIS,80,6.2,297.1,58.9,D,0
3.8156,-71.0421,317.1,2.2,1.4,2003-01-01,1748,Aqua,MODIS,49,6.2,297.9,19.7,D,0
4.0134,-71.6076,325.5,2.5,1.5,2003-01-01,1748,Aqua,MODIS,77,6.2,297.7,49.6,D,0
4.0062,-71.6006,332.4,2.5,1.5,2003-01-01,1748,Aqua,MODIS,84,6.2,297.8,83.2,D,0
4.0029,-71.6225,319.3,2.5,1.5,2003-01-01,1748,Aqua,MODIS,69,6.2,298.2,27.1,D,0
3.8689,-72.0867,323.6,2.7,1.6,2003-01-01,1748,Aqua,MODIS,76,6.2,295.5,53.9,D,0
3.8735,-72.094,321.4,2.7,1.6,2003-01-01,1748,Aqua,MODIS,72,6.2,296.1,44.9,D,0
3.897,-71.994,319.1,2.7,1.6,2003-01-01,1748,Aqua,MODIS,55,6.2,297.2,29.9,D,0
4.4057,-68.8691,315.1,1.5,1.2,2003-01-01,1748,Aqua,MODIS,60,6.2,297.9,13,D,0
2.2981,-68.2768,312.6,1.5,1.2,2003-01-01,1748,Aqua,MODIS,64,6.2,293.6,12,D,0
4.815,-69.1262,323.5,1.5,1.2,2003-01-01,1749,Aqua,MODIS,73,6.2,298.3,22.6,D,0
5.9231,-70.7326,313.6,1.9,1.4,2003-01-01,1749,Aqua,MODIS,44,6.2,296.3,11.1,D,0
